,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
219,wos,"jc fagan, m willey",discoverability award winning undergraduate research in history implications for academic libraries,The discoverability of award-winning undergraduate research in history: Implications for academic libraries,college undergraduate libraries,"history, institutional repositories, search engine optimization, student journals, undergraduate research, visibility",2018,English,10.1080/10691316.2018.1456994
220,wos,"m vinyard, jb colvin",how research becomes impact librarians helping faculty use scholarly metrics to select journals,How research becomes impact: Librarians helping faculty use scholarly metrics to select journals,college undergraduate libraries,"altmetrics, bibliometrics, faculty-librarian collaboration, research impact, scholarly publishing",2018,English,10.1080/10691316.2018.1464995
221,wos,"r piryani, v gupta, vk singh, d pinto",book impact assessment a quantitative text based exploratory analysis,Book impact assessment: A quantitative and text-based exploratory analysis,journal of intelligent fuzzy systems,"altmetrics, book impact, citation impact, review mining, sentiment analysis",2018,English,10.3233/jifs-169494
222,wos,"sk banshal, vk singh, g kaderye, pk muhuri, b sanchez",an altmetric analysis scholarly articles from india,An altmetric analysis of scholarly articles from India,journal of intelligent fuzzy systems,"altmetrics, indian research output, researchgate, scholarly articles, social network analysis",2018,English,10.3233/jifs-169495
223,wos,"rgt morales, r arencibia-jorge",wally index an altmetric proposal for cuban editorials indexed in libro platform,The Wally Index: an altmetric proposal for Cuban editorials indexed in the e-Libro.com platform,bibliotecas anales de investigacion,"academic editorials, altmetrics, electronic book, platform e-libro.com, usage indicator",2018,Spanish,
224,wos,"n gonzalez-fernandez-villavicencio, vm moya-orozco",are altmetrics traditional systems correlations affected by journals social media marketing plan journal comunicar,ARE ALTMETRICS-TRADITIONAL SYSTEMS CORRELATIONS AFFECTED BY THE JOURNALS' SOCIAL MEDIA MARKETING PLAN?: THE JOURNAL COMUNICAR,anales de documentacion,"altmetric. com, altmetrics, correlations, mendeley, scientific communication, snowball, social web, twitter",2018,Spanish,10.6018/analesdoc.21.1.303221
225,wos,"s copiello, p bonifaci",a few remarks on researchgate score academic reputation,A few remarks on ResearchGate score and academic reputation,scientometrics,"academic reputation, altmetrics, bibliometrics, researchgate, rg score, scholarly social network",2018,English,10.1007/s11192-017-2582-9
226,wos,"d torres-salinas, n robinson-garcia, j gorraiz",filling citation gap measuring multidimensional impact academic book at institutional level with plumx,Filling the citation gap: measuring the multidimensional impact of the academic book at institutional level with PlumX,scientometrics,"altmetrics, books, citation analysis, monographs, plum analytics, usage metrics",2017,English,10.1007/s11192-017-2539-z
227,wos,m thelwall,are mendeley reader counts useful impact indicators in all fields,Are Mendeley reader counts useful impact indicators in all fields?,scientometrics,"citation analysis, disciplinary differences, mendeley, readership counts",2017,English,10.1007/s11192-017-2557-x
228,wos,"w marx, r haunschild, l bornmann",role climate in collapse maya civilization a bibliometric analysis scientific discourse,The Role of Climate in the Collapse of the Maya Civilization: A Bibliometric Analysis of the Scientific Discourse,climate,"altmetrics, citation analysis, climate change, maya civilization, rpys",2017,English,10.3390/cli5040088
229,wos,"h hughes, a hughes, cg murphy",use twitter by trauma orthopaedic surgery journals twitter activity impact factor alternative metrics,"The Use of Twitter by Trauma and Orthopaedic Surgery Journals: Twitter Activity, Impact Factor, and Alternative Metrics",cureus,"alternative metrics, altmetric, impact factor, influence, klout score, orthopaedic journals, social media, trauma and orthopaedics, trauma and orthopaedics, twitter",2017,English,10.7759/cureus.1931
230,wos,"t finch, n o'hanlon, sp dudley",tweeting birds online mentions predict future citations in ornithology,Tweeting birds: online mentions predict future citations in ornithology,royal society open science,"altmetrics, citations, impact, ornithology, social media, twitter",2017,English,10.1098/rsos.171371
231,wos,"d vrkic, l skoric, j petrak",altmetrics papers from scientific periphery reflect global trends a case study publications by zagreb university school medicine,Altmetrics of Papers From Scientific Periphery Reflect Global Trends: A Case Study of Publications by Zagreb University School of Medicine,journal of academic librarianship,"altmetrics, periodicals, scientifically peripheral countries, social media, university medical schools",2017,English,10.1016/j.acalib.2017.08.014
232,wos,"saeed-ul hassan, m imran, u gillani, nr aljohani, td bowman, f didegah",measuring social media activity scientific literature an exhaustive comparison scopus novel altmetrics big data,Measuring social media activity of scientific literature: an exhaustive comparison of scopus and novel altmetrics big data,scientometrics,"altmetrics, comparative analysis, research evaluation, scopus",2017,English,10.1007/s11192-017-2512-x
233,wos,"ad baheti, p bhargava",altmetrics a measure social attention toward scientific research,Altmetrics: A Measure of Social Attention toward Scientific Research,current problems in diagnostic radiology,,2017,English,10.1067/j.cpradiol.2017.06.005
234,wos,"k delli, c livas, fkl spijkervet, a vissink",measuring social impact dental research an insight into most influential articles on web,Measuring the social impact of dental research: An insight into the most influential articles on the Web,oral diseases,"altmetrics, citations, dental journals, impact factor, social media, web",2017,English,10.1111/odi.12714
235,wos,"m timilsina, w khawaja, b davis, m taylor, c hayes",social impact assessment scientist from mainstream news weblogs,Social impact assessment of scientist from mainstream news and weblogs,social network analysis and mining,"altmetrics, graph, h-index, heterogeneous, impact, prediction, scientist",2017,English,10.1007/s13278-017-0466-x
236,wos,"mc hardy, mr desselle",engaging rural australian communities in national science week helps increase visibility for women researchers,Engaging rural Australian communities in National Science Week helps increase visibility for women researchers,royal society open science,"altmetrics, career advancement, career development, equity, research, social media",2017,English,10.1098/rsos.170548
237,wos,"a pooladian, a borrego",methodological issues in measuring citations in wikipedia a case study in library information science,Methodological issues in measuring citations in Wikipedia: a case study in Library and Information Science,scientometrics,"altmetrics, citation analysis, library and information science, wikipedia",2017,English,10.1007/s11192-017-2474-z
238,wos,"la maggio, hs meyer, ar artino",beyond citation rates a real time impact analysis health professions education research using altmetrics,Beyond Citation Rates: A Real-Time Impact Analysis of Health Professions Education Research Using Altmetrics,academic medicine,,2017,English,10.1097/acm.0000000000001897
239,wos,s ravikumar,study on most prolific authors their association with citation,Study on Most Prolific Authors' and their Association with Citation,journal of scientometric research,"altmetric, attention score, citation, new media, prolific authors, social media",2017,English,10.5530/jscires.6.3.24
240,wos,"jw flatt, a blasimme, e vayena",improving measurement scientific success by reporting a self citation index,Improving the Measurement of Scientific Success by Reporting a Self-Citation Index,publications,"bibliometrics, citation ethics, h-index, publication ethics, scientific assessment, scientific success, self-citation, self-citation index",2017,English,10.3390/publications5030020
241,wos,"mp dyson, as newton, k shave, rm featherstone, d thomson, a wingert, rm fernandes, l hartling",social media for dissemination cochrane child health evidence evaluation study,Social Media for the Dissemination of Cochrane Child Health Evidence: Evaluation Study,journal of medical internet research,"attitudes, health knowledge, pediatrics, practice, social media, translational medical research",2017,English,10.2196/jmir.7819
242,wos,"dm ferguson, ls kao",getting started a social media primer,Getting Started: A Social Media Primer,clinics in colon and rectal surgery,"altmetrics, dissemination, social media, twitter",2017,English,10.1055/s-0037-1604249
243,wos,"am hogan, dc winter",changing rules game how do we measure success in social media,Changing the Rules of the Game: How Do We Measure Success in Social Media?,clinics in colon and rectal surgery,"altmetrics, publons, social media, twitter",2017,English,10.1055/s-0037-1604254
244,wos,"rl reece, mc hardy",moving beyond metrics a primer for hiring promoting a diverse workforce in entomology other natural sciences,Moving Beyond Metrics: A Primer for Hiring and Promoting a Diverse Workforce in Entomology and Other Natural Sciences,annals of the entomological society of america,"affirmative action, career development, diversity, equity, stem (science, technology, engineering, and mathematics)",2017,English,10.1093/aesa/sax059
245,wos,"bd lessard, al whiffin, al wild",a guide to public engagement for entomological collections natural history museums in age social media,A Guide to Public Engagement for Entomological Collections and Natural History Museums in the Age of Social Media,annals of the entomological society of america,"facebook, science communication, social media, stem, twitter",2017,English,10.1093/aesa/sax058
246,wos,"em o'connor, gj nason, f o'kelly, rp manecksha, s loeb",newsworthiness vs scientific impact are most highly cited urology papers most widely disseminated in media,Newsworthiness vs scientific impact: are the most highly cited urology papers the most widely disseminated in the media?,bju international,"altmetrics, citations, digital media, newsworthiness, urology",2017,English,10.1111/bju.13881
247,wos,"ry zhao, mk wei",academic impact evaluation wechat in view social media perspective,Academic impact evaluation of Wechat in view of social media perspective,scientometrics,"academic impact, social media platform, web 2.0+, wechat, wechat index",2017,English,10.1007/s11192-017-2439-2
248,wos,"j chapa, z haq, as cifu",comparative analysis factors associated with citation media coverage clinical research,Comparative analysis of the factors associated with citation and media coverage of clinical research,scientometrics,"citation count, media coverage, randomized controlled trial, rct",2017,English,10.1007/s11192-017-2428-5
249,wos,jat da silva,does china need to rethink its metrics citation based research rewards policies,Does China need to rethink its metrics- and citation-based research rewards policies?,scientometrics,"altmetrics, citation impact upgrading plan, clarivate analytics, journal impact factor, ministry of science and technology, social media",2017,English,10.1007/s11192-017-2430-y
250,wos,"n robinson-garcia, r costas, k isett, j melkers, d hicks",unbearable emptiness tweeting about journal articles,The unbearable emptiness of tweeting-About journal articles,plos one,,2017,English,10.1371/journal.pone.0183551
251,wos,"m erdt, hh aung, as aw, c rapple, yl theng",analysing researchers outreach efforts association with publication metrics a case study kudos,Analysing researchers' outreach efforts and the association with publication metrics: A case study of Kudos,plos one,,2017,English,10.1371/journal.pone.0183217
252,wos,ms chisolm,altmetrics for medical educators,Altmetrics for Medical Educators,academic psychiatry,,2017,English,10.1007/s40596-016-0639-3
253,wos,"m thelwall, k kousha",slideshare presentations citations users trends a professional site with academic educational uses,"SlideShare presentations, citations, users, and trends: A professional site with academic and educational uses",journal of the association for information science and technology,,2017,English,10.1002/asi.23815
254,wos,"m thelwall, k kousha",researchgate versus google scholar which finds more early citations,ResearchGate versus Google Scholar: Which finds more early citations?,scientometrics,"academic social network sites, altmetrics, citation analysis, early impact, researchgate",2017,English,10.1007/s11192-017-2400-4
255,wos,pa kalachikhin,patterns for constructing scientific citation index,Patterns for Constructing Scientific Citation Index,automatic documentation and mathematical linguistics,"altmetrics, citation, expert evaluations, indexes, indicators, metrics, patterns, ratings",2017,English,10.3103/s0005105517040021
256,wos,"ab rosenkrantz, a ayoola, k singh, r duszak",allternative metrics altmetrics for assessiing artricle impact in populer general radiology journals,"Allternative Metrics (""Altmetrics"") for Assessiing Artricle Impact in Populer General Radiology Journals",academic radiology,"bibliometrics, biomedical journals, metrics, social media",2017,English,10.1016/j.acra.2016.11.019
257,wos,"j vainio, k holmberg",highly tweeted science articles who tweets them an analysis twitter user profile descriptions,Highly tweeted science articles: who tweets them? An analysis of Twitter user profile descriptions,scientometrics,"altmetrics, scholarly communication, twitter, twitter profile",2017,English,10.1007/s11192-017-2368-0
258,wos,"kj aduku, m thelwall, k kousha",do mendeley reader counts reflect scholarly impact conference papers an investigation computer science engineering,Do Mendeley reader counts reflect the scholarly impact of conference papers? An investigation of computer science and engineering,scientometrics,"citation counts, conference papers, correlations, journal articles, mendeley readers",2017,English,10.1007/s11192-017-2367-1
259,wos,"l bornmann, r haunschild",measuring field normalized impact papers on specific societal groups an altmetrics study based on mendeley data,Measuring field-normalized impact of papers on specific societal groups: An altmetrics study based on Mendeley Data,research evaluation,"altmetrics, broader impact, field-normalization, mendeley, mnrs, target-oriented impact measurement",2017,English,10.1093/reseval/rvx005
260,wos,"a uribe-tirado, j alhuay-quispe",metric study information literacy in latin america from bibliometrics to altmetrics,Metric study of information literacy in Latin America: from bibliometrics to altmetrics,revista espanola de documentacion cientifica,"altmetrics, bibliometrics, impact, information literacy, open access, open science, science 2.0, social web, visibility",2017,Spanish,10.3989/redc.2017.3.1414
261,wos,"ps chi, w glanzel",an empirical investigation associations among usage scientific collaboration citation impact,"An empirical investigation of the associations among usage, scientific collaboration and citation impact",scientometrics,"characteristic scores and scales, citations, scientific collaboration, wos usage",2017,English,10.1007/s11192-017-2356-4
262,wos,"e orduna-malea, a martin-martin, m thelwall, ed lopez-cozar",do researchgate scores create ghost academic reputations,Do ResearchGate Scores create ghost academic reputations?,scientometrics,"academic social networks, altmetrics, bibliometrics, research evaluation, researchgate",2017,English,10.1007/s11192-017-2396-9
263,wos,"m schmitt, r jaschke",what do computer scientists tweet analyzing link sharing practice on twitter,What do computer scientists tweet? Analyzing the link-sharing practice on Twitter,plos one,,2017,English,10.1371/journal.pone.0179630
264,wos,m thelwall,why do papers have many mendeley readers but few scopus indexed citations vice versa,Why do papers have many Mendeley readers but few Scopus-indexed citations and vice versa?,journal of librarianship and information science,"altmetrics, citation analysis, mendeley",2017,English,10.1177/0961000615594867
265,wos,"js butler, id kaye, as sebastian, sc wagner, pb morrissey, gd schroeder, ck kepler, ar vaccaro",evolution current research impact metrics from bibliometrics to altmetrics,The Evolution of Current Research Impact Metrics From Bibliometrics to Altmetrics?,clinical spine surgery,"alternative metrics, altmetrics, research impact metrics",2017,English,
266,wos,"n di girolamo, rm reynders",health care articles with simple declarative titles were more likely to be in altmetric top 100,Health care articles with simple and declarative titles were more likely to be in the Altmetric Top 100,journal of clinical epidemiology,"alternative-level metrics, communication, declarative titles, dissemination, media bias, reporting",2017,English,10.1016/j.jclinepi.2016.11.018
267,wos,"hq yu, sm xu, tt xiao, bm hemminger, sl yang",global science discussed in local altmetrics weibo its comparison with twitter,Global science discussed in local altmetrics: Weibo and its comparison with Twitter,journal of informetrics,"altmetrics, altmetrics indicators, distribution, scholarly communication, weibo",2017,English,10.1016/j.joi.2017.02.011
268,wos,"h alhoori, r furuta",recommendation scholarly venues based on dynamic user interests,Recommendation of scholarly venues based on dynamic user interests,journal of informetrics,"altmetrics, collaborative filtering, recommender system, scholarly communication, social media, user modeling",2017,English,10.1016/j.joi.2017.03.006
269,wos,"j kolahi, p iranmanesh, s khazaei",altmetric analysis 2015 dental literature a cross sectional survey,Altmetric analysis of 2015 dental literature: a cross sectional survey,british dental journal,,2017,English,10.1038/sj.bdj.2017.408
270,wos,"q ke, yy ahn, cr sugimoto",a systematic identification analysis scientists on twitter,A systematic identification and analysis of scientists on Twitter,plos one,,2017,English,10.1371/journal.pone.0175368
271,wos,"b buttliere, j buder",personalizing papers using altmetrics comparing paper quality or impact to person intelligence or personality,Personalizing papers using Altmetrics: comparing paper 'Quality' or 'Impact' to person 'Intelligence' or 'Personality',scientometrics,"altmetrics, bibliometrics, citation counts, factor analysis, intelligence, personality, plos, psychometrics",2017,English,10.1007/s11192-017-2246-9
272,wos,hq yu,context altmetrics data matters an investigation count type user category,Context of altmetrics data matters: an investigation of count type and user category,scientometrics,"altmetrics, correlation analysis, count type, twitter, user category",2017,English,10.1007/s11192-017-2251-z
273,wos,"xz liu, h fang",what we can learn from tweets linking to research papers,What we can learn from tweets linking to research papers,scientometrics,"academic paper, altmetrics, electronic publishing, function of science, research evaluation, tweet",2017,English,10.1007/s11192-017-2279-0
274,wos,"e romero-frias, n robinson-garcia",social labs in universities innovation impact in medialab ugr,Social Labs in Universities: Innovation and impact in Medialab UGR,comunicar,"altmetrics, digital culture, digital society, innovation, medialab, social impact, social media, twitter",2017,English,10.3916/c51-2017-03
275,wos,l bornmann,is collaboration among scientists related to citation impact papers because their quality increases with collaboration an analysis based on data from f1000prime normalized citation scores,Is Collaboration Among Scientists Related to the Citation Impact of Papers Because Their Quality Increases With Collaboration? An Analysis Based on Data From F1000Prime and Normalized Citation Scores,journal of the association for information science and technology,,2017,English,10.1002/asi.23728
276,wos,"l bornmann, r haunschild",relative citation ratio rcr an empirical attempt to study a new field normalized bibliometric indicator,Relative Citation Ratio (RCR): An Empirical Attempt to Study a New Field-Normalized Bibliometric Indicator,journal of the association for information science and technology,,2017,English,10.1002/asi.23729
277,wos,"m ochsner, s hug, i galleron",future research assessment in humanities bottom up assessment procedures,The future of research assessment in the humanities: bottom-up assessment procedures,palgrave communications,,2017,English,10.1057/palcomms.2017.20
278,wos,"j ravenscroft, m liakata, a clare, d duma",measuring scientific impact beyond academia an assessment existing impact metrics proposed improvements,Measuring scientific impact beyond academia: An assessment of existing impact metrics and proposed improvements,plos one,,2017,English,10.1371/journal.pone.0173152
280,wos,"c boudry, g chartron",availability digital object identifiers in publications archived by pubmed,Availability of digital object identifiers in publications archived by PubMed,scientometrics,"biology, country, digital object identifier, journal article, medicine, publication, publisher, pubmed",2017,English,10.1007/s11192-016-2225-6
281,wos,ob onyancha,altmetrics south african journals implications for scholarly impact south african research,Altmetrics of South African Journals: Implications for Scholarly Impact of South African Research,publishing research quarterly,"altmetrics, bibliometrics, compedia, google scholar, impact factor, scopus",2017,English,10.1007/s12109-016-9485-0
282,wos,"r haunschild, l bornmann",how many scientific papers are mentioned in policy related documents an empirical investigation using web science altmetric data,How many scientific papers are mentioned in policy-related documents? An empirical investigation using Web of Science and Altmetric data,scientometrics,"altmetrics, bibliometrics, policy documents, policy-related mentions, societal impact",2017,English,10.1007/s11192-016-2237-2
283,wos,"a fernandez-cano, im fernandez-guerrero",a multivariate model for evaluating emergency medicine journals,A multivariate model for evaluating emergency medicine journals,scientometrics,"cluster analysis, emergency medicine, factor analysis, factor scores, multivariate evaluation, scientific journals",2017,English,10.1007/s11192-016-2197-6
284,wos,m thelwall,three practical field normalised alternative indicator formulae for research evaluation,Three practical field normalised alternative indicator formulae for research evaluation,journal of informetrics,,2017,English,10.1016/j.joi.2016.12.002
285,wos,"l bornmann, r haunschild",does evaluative scientometrics lose its main focus on scientific quality by new orientation towards societal impact,Does evaluative scientometrics lose its main focus on scientific quality by the new orientation towards societal impact?,scientometrics,"altmetrics, bibliometrics, research impact, research quality, scientific revolution, societal impact",2017,English,10.1007/s11192-016-2200-2
286,wos,"ry zhao, mk wei",impact evaluation open source software an altmetrics perspective,Impact evaluation of open source software: an Altmetrics perspective,scientometrics,"altmetrics, depsy, impact evaluation, open source software, python",2017,English,10.1007/s11192-016-2204-y
287,wos,"ss munnolli, sm pujar",scientometric study indian cancer research based on scopus database,Scientometric study of Indian cancer research based on Scopus database,collnet journal of scientometrics and information management,"cancer research, india, indicators, neoplasms, scientometrics",2017,English,10.1080/09737766.2017.1284729
288,wos,"d karanatsiou, n misirlis, m vlachopoulou",bibliometrics altmetrics literature review performance indicators comparison analysis,Bibliometrics and altmetrics literature review Performance indicators and comparison analysis,performance measurement and metrics,"altmetrics, bibliometrics, comparison analysis, manipulation, performance indicator, review",2017,English,10.1108/pmm-08-2016-0036
289,wos,f naude,comparing downloads mendeley readership google scholar citations as indicators article performance,"COMPARING DOWNLOADS, MENDELEY READERSHIP AND GOOGLE SCHOLAR CITATIONS AS INDICATORS OF ARTICLE PERFORMANCE",electronic journal of information systems in developing countries,"alternative metrics, altmetrics, article level metrics, downloads, google scholar, ict4d, ictd, information and communication technologies for development, mendeley readership, open access, usage statistics",2017,English,
290,wos,"l adriaanse, c rensleigh",visibility environmental science researchers at university south africa,E-visibility of environmental science researchers at the University of South Africa,south african journal of libraries and information science,"e-visibility, online accessibility, online discoverability, online presence, research e-profiles",2017,English,10.7553/83-2-1636
291,wos,"k golub, j hansson",big data in library information science a brief overview some important problem areas,(Big) Data in Library and Information Science: A Brief Overview of Some Important Problem Areas,journal of universal computer science,"bibliometrics, big data, data curation, data sharing, library and information science, scholarly communication",2017,English,
292,wos,rk bhardwaj,academic social networking sites comparative analysis researchgate academia edu mendeley zotero,"Academic social networking sites Comparative analysis of ResearchGate, Academia. edu, Mendeley and Zotero",information and learning science,"academia.edu, altmetrics features, mendeley, researchgate, social networking sites, zotero",2017,English,10.1108/ils-03-2017-0012
293,wos,ae williams,f1000 an overview evaluation,F1000: an overview and evaluation,information and learning science,"academic social networks, altmetrics, f1000, networked peer review, open peer review, scholarly publishing",2017,English,10.1108/ils-06-2017-0065
294,wos,"ac villegas, mjp gonzalez, lep enrique",alternative indicators universidad central marta abreu villas scientific activity in web 2 0,"Alternative indicators of Universidad Central ""Marta Abreu"" of Las Villas scientific activity in the Web 2.0",cuadernos de documentacion multimedia,"altmetrics, scientific activity, social and academic networks, universidad central ""marta abreu"" de las villas",2017,Spanish,10.5209/cdmu.57070
295,wos,"r costas, a perianes-rodriguez, j ruiz-castillo",on quest for currencies science field exchange rates for citations mendeley readership,"On the quest for currencies of science Field ""exchange rates"" for citations and Mendeley readership",aslib journal of information management,"altmetrics, citation analysis, currencies of science, mendeley readership, reward system of science, scientometrics",2017,English,10.1108/ajim-01-2017-0023
296,wos,jl ortega,presence academic journals on twitter its relationship with dissemination tweets research impact citations,The presence of academic journals on Twitter and its relationship with dissemination (tweets) and research impact (citations),aslib journal of information management,"altmetrics, citation, plum analytics, research journals, twitter, webometrics",2017,English,10.1108/ajim-02-2017-0055
297,wos,"zc fang, xh guo, y yang, zk yang, qc li, zg hu, xw wang",measuring global research activities using geographic data scholarly article visits,Measuring global research activities using geographic data of scholarly article visits,electronic library,"article usage, big geographical data, knowledge diffusion, research activity",2017,English,10.1108/el-10-2016-0228
298,wos,ar asnafi,presence iranian library information science departments in researchgate,Presence of the Iranian Library and the Information Science Departments in ResearchGate,desidoc journal of library information technology,"academic social networks, altmetrics, iranian faculty members, library and information science, researchgate",2017,English,10.14429/djlit.37.4.10561
299,wos,jl ortega,toward a homogenization academic social sites a longitudinal study profiles in academia edu google scholar citations researchgate,"Toward a homogenization of academic social sites A longitudinal study of profiles in Academia.edu, Google Scholar Citations and ResearchGate",online information review,"academia.edu, academic social sites, google scholar citations, longitudinal studies, researchgate",2017,English,10.1108/oir-01-2016-0012
300,wos,"jl bonnet, m mendez-brady",making mission visible altmetrics nontraditional publishing,Making the mission visible: altmetrics and nontraditional publishing,digital library perspectives,"altmetrics, impact, institutional repository, library instruction and outreach, nontraditional publishing, scholarly communication",2017,English,10.1108/dlp-01-2017-0002
301,wos,"ey wong, sm vital",plumx a tool to showcase academic profile distinction,PlumX: a tool to showcase academic profile and distinction,digital library perspectives,"altmetrics, bibliometrics, faculty scholarship output, plum analytics, plumx metrics, research impact",2017,English,10.1108/dlp-12-2016-0047
302,wos,"e starbuck, s purtee",altmetric scores short term popularity or long term scientific importance,Altmetric scores: short-term popularity or long-term scientific importance,digital library perspectives,"altmetrics, citations, faculty, implications, publications, traditional metrics",2017,English,10.1108/dlp-01-2017-0005
303,wos,"c syamili, rv rekha",do altmetric correlate with citation a study based on plos one journal,Do altmetric correlate with citation? : A study based on PLOS ONE journal,collnet journal of scientometrics and information management,"altmetrics, bibliometric, citation metrics, plos one, research impact",2017,English,10.1080/09737766.2016.1260815
304,wos,"l he, zb han",do usage counts scientific data make sense an investigation dryad repository,Do usage counts of scientific data make sense? An investigation of the Dryad repository,library hi tech,"bibliometrics, citation counts, data sharing, dryad repository, scientific data, usage counts",2017,English,10.1108/lht-12-2016-0158
305,wos,ae williams,altmetrics an overview evaluation,Altmetrics: an overview and evaluation,online information review,"academic networks, altmetrics, research impact",2017,English,10.1108/oir-10-2016-0294
306,wos,"jc na, ye ye",content analysis scholarly discussions psychological academic articles on facebook,Content analysis of scholarly discussions of psychological academic articles on Facebook,online information review,"altmetrics, content analysis, facebook, psychology, scholarly communication",2017,English,10.1108/oir-02-2016-0058
307,wos,m thelwall,are mendeley reader counts high enough for research evaluations when articles are published,Are Mendeley reader counts high enough for research evaluations when articles are published?,aslib journal of information management,"altmetrics, bibliometrics, citation analysis, early impact, mendeley, mendeley readers",2017,English,10.1108/ajim-01-2017-0028
308,wos,"my ali, j richardson",pakistani lis scholars altmetrics in researchgate,Pakistani LIS scholars' altmetrics in ResearchGate,program electronic library and information systems,"academic social networking, altmetrics, lis researcher, research impact, researcher profile, reserachgate",2017,English,10.1108/prog-07-2016-0052
309,wos,"jd maricato, elm lima",altmetrics impact aspects observed with profiles analyzes on facebook twitter,ALTMETRICS IMPACT: aspects observed with profiles analyzes on Facebook and Twitter,informacao sociedade estudos,"alternative metrics, altmetrics, scientific communication, scientific impact, social networks",2017,Portuguese,
310,wos,bm webster,principles to guide reliable ethical research evaluation using metric based indicators impact,Principles to guide reliable and ethical research evaluation using metric-based indicators of impact,performance measurement and metrics,"academic practice, altmetrics, impact, metric-based indicators, metrics, scholarly impact",2017,English,10.1108/pmm-06-2016-0025
311,wos,"ta carpenter, nm lagace",defining community recommended practice for altmetrics niso alternative metrics project completes its work,Defining community recommended practice for altmetrics The NISO alternative metrics project completes its work,performance measurement and metrics,"altmetrics, bibliometrics, impact, metrics, niso, standards",2017,English,10.1108/pmm-09-2016-0039
312,wos,a tattersall,supporting research feedback loop why how library information professionals should engage with altmetrics to support research,Supporting the research feedback loop Why and how library and information professionals should engage with altmetrics to support research,performance measurement and metrics,"alternative indicators, altmetrics, librarianship, library, library and information professionals, research support",2017,English,10.1108/pmm-08-2016-0037
313,wos,j cho,a comparative study impact korean research articles in four academic fields using altmetrics,A comparative study of the impact of Korean research articles in four academic fields using altmetrics,performance measurement and metrics,"altmetrics, bibliometrics, citation, impactstory, korean research, metrics",2017,English,10.1108/pmm-02-2016-0005
314,wos,"r shrivastava, p mahajan",an altmetric analysis researchgate profiles physics researchers a study university delhi india,An altmetric analysis of ResearchGate profiles of physics researchers A study of University of Delhi (India),performance measurement and metrics,"academic social networking, altmetrics, bibliometrics, research evaluation, researchgate, scholarly communication",2017,English,10.1108/pmm-07-2016-0033
315,wos,"a pooladian, a borrego",twenty years readership library information science literature under mendeleys microscope,Twenty years of readership of library and information science literature under Mendeley's microscope,performance measurement and metrics,"altmetrics, information behaviour, library and information science, mendeley, reference management software, scholarly communication",2017,English,10.1108/pmm-02-2016-0006
316,wos,"thh htoo, jc na",disciplinary differences in altmetrics for social sciences,Disciplinary differences in altmetrics for social sciences,online information review,"altmetrics, bibliometrics, research impact, scientometrics, social media",2017,English,10.1108/oir-12-2015-0386
317,wos,"r araujo, aa sorensen, s konkiel, br bloem",top altmetric scores in parkinsons disease literature,Top Altmetric Scores in the Parkinson's Disease Literature,journal of parkinsons disease,"altmetric, impact factor, parkinson's disease, social media",2017,English,10.3233/jpd-179000
318,wos,"je dos reis, atp spinola, rm do amaral",incipiency visualization bibliometric altmetric indicators in brazilian institutional repositories,Incipiency of visualization of bibliometric and altmetric indicators in Brazilian Institutional Repositories,em questao,"bibliometric and altmetric indicators, institutional repository, scientific communication, visualization",2017,Portuguese,10.19132/1808-5245230.213-234
319,wos,"vd borba, acm marinho, se caregnato",term analysis institutional repository on twitter an altmetric study,"Term analysis of ""Institutional Repository"" on Twitter: an altmetric study",em questao,"alternative metrics, altmetrics, institutional repository, scientific communication, twitter",2017,Portuguese,10.19132/1808-5245230.290-308
320,wos,s jana,towards designing indicator for scholarly academic research impact based on h index,Towards designing the Indicator for Scholarly Academic Research Impact based on h-index,qualitative quantitative methods in libraries,"g-index, h-index, scholarly academic research impact (sari), self-citation, tappered h-index",2016,English,
321,wos,"f xia, xy su, w wang, cx zhang, zl ning, i lee",bibliographic analysis nature based on twitter facebook altmetrics data,Bibliographic Analysis of Nature Based on Twitter and Facebook Altmetrics Data,plos one,,2016,English,10.1371/journal.pone.0165997
322,wos,"s ebrahimy, j mehrad, f setareh, m hosseinchari",path analysis relationship between visibility citation mediating roles save discussion recommendation metrics,"Path analysis of the relationship between visibility and citation: the mediating roles of save, discussion, and recommendation metrics",scientometrics,"citation, discussion, mediation, path analysis, recommendation, save, visibility",2016,English,10.1007/s11192-016-2130-z
323,wos,r snijder,revisiting an open access monograph experiment measuring citations tweets 5 years later,Revisiting an open access monograph experiment: measuring citations and tweets 5 years later,scientometrics,"altmetrics, citations, monographs, open access, tweets",2016,English,10.1007/s11192-016-2160-6
324,wos,"a mas-bleda, m thelwall",can alternative indicators overcome language biases in citation counts a comparison spanish uk research,Can alternative indicators overcome language biases in citation counts? A comparison of Spanish and UK research,scientometrics,"alternative indicators, altmetrics, country comparison, language bias, research production, social media metrics",2016,English,10.1007/s11192-016-2118-8
325,wos,"m thelwall, p sud",mendeley readership counts an investigation temporal disciplinary differences,Mendeley readership counts: An investigation of temporal and disciplinary differences,journal of the association for information science and technology,bibliometrics,2016,English,10.1002/asi.23559
326,wos,"l bornmann, r haunschild",overlay maps based on mendeley data use altmetrics for readership networks,Overlay maps based on Mendeley data: The use of altmetrics for readership networks,journal of the association for information science and technology,bibliometrics,2016,English,10.1002/asi.23569
