,title,article_type,authors,doi,document_type,issue,language,year,vol,keywords,url,journal,link,abstract,keywords_l,authors_l,title_l,journal_l
240,Open Access and the Humanities,Scholarly Journals,paul ojennus,,Journal Article,2,English,2017,61," Journals , Science , Academic libraries , Open access publishing , Humanities , Scholarly publishing , Scholarly communication , End users , Perceptions",,Library Resources & Technical Services,,"Since the earliest pressures to develop open access (OA) options for journal literature were in the fields of science and medicine, the predominant models reflect those origins and fit those disciplines. These models are less applicable to humanities publishing models, which have been slower to embrace open access. Current literature on OA in the humanities focuses on theoretical frameworks and end-user perceptions. This study complements those perspectives by examining current practices in the humanities, specifically, the OA options offered by journals serving the discipline of the classics.","journals , science , academic libraries , open access publishing , humanities , scholarly publishing , scholarly communication , end users , perceptions",paul ojennus,open access and the humanities,library resources technical services
242,Altmetrics: Six Years of Changing Scholarly Appraisal,Scholarly Journals,"dyuti samanta, bidyarthi dutta",,Journal Article,2,English,2017,54," Social networks , Web 2.0 , Scientometrics , Informetrics , Social research",,SRELS Journal of Information Management,,"The last decade of the 20 th century was marked as the opening gateway to internet and communication revolution, which added new dimensions to information and knowledge society. The scholarly community of today’s knowledge society communicates between each other in a non-traditional way besides the traditional way. The arrival of web 2.0 and scientists’ gradual use of said platforms as tools for the diffusion and receipt of scientific information and with part of the scientific community relatively receptive, that scientometrics 2.0 began to be discussed. Another milestone in the era of scientometrics 2.0 is the ‘Wikimetrics’. After the ‘Wikimetrics’ next footprint comes with the advent of ‘Article-level metrics’. Article-level metrics followed by Altmetrics, i.e. Alternative Metrics. The term altmetrics was coined by Jason Priem in 2010, as a generalization of article level metrics, and rooted in the twitter #altmetrics hashtag. Although altmetrics usually functions as metrics about articles, but it can also be applied to people, journals, books, data sets, presentations, videos, source code repositories, web pages, etc. Altmetrics does not cover just citation counts, but also other aspects of the impact of a work, such as how many data and knowledge bases refer to it, article views, download, or mentions in social media and news media. In this paper, the altmetric scores of top-cited altmetric papers are presented. Also, the contents of the same are analysed and presented. It is interesting to note that all top-cited papers appeared from diverse subject domains, i.e. big data in science, biological science, medical science, research methodology, social studies, citation studies and scientometrics, different issues involved in social networking et al. The subject domain altmetrics is a highly interdisciplinary field covering all major areas of universe of knowledge. This study reflects other notable feature, i.e. the discord between traditional metric (times cited) and modern metric (altmetric score).","social networks , web 2.0 , scientometrics , informetrics , social research","dyuti samanta, bidyarthi dutta",altmetrics six years of changing scholarly appraisal,srels journal of information management
243,Actitudes y percepciones de los evaluadores de la carrera científica en Argentina sobre la publicación en acceso abierto,Scholarly Journals,"paola bongiovani, sandra miguel, tony hernandez-perez",10.3989/redc.2017.2.1404,Journal Article,2,Spanish,2017,40," Research , Journals , Bibliometrics , Professional development , Documents , Open access publishing , Researchers , Scholarly publishing , Argentina",,Revista Espanola de Documentacion Cientifica,,"This study analyzes attitudes and perceptions of open access publishing among researchers who evaluate scientific careers in Argentina, focusing on differences in age range, thematic area and institution affiliation. The results indicate that evaluators maintain traditional attitudes and opinions in both the choice of the journal where they themselves publish and the process of evaluating the research output of their peers. The journal peer-review process, publishing prestige, impact factor and presence in international and regional indexes are highly valued. But the open access journal model is not considered as a key factor in either their decisions about their own publications or in their evaluation of other researchers. The positive opinion about publishing in OA increases with the evaluator's age. It is promising that 61% of evaluators have published at least one open access article in the last five years and they give greater importance to this aspect when evaluating their peers.","research , journals , bibliometrics , professional development , documents , open access publishing , researchers , scholarly publishing , argentina","paola bongiovani, sandra miguel, tony hernandez-perez",actitudes y percepciones de los evaluadores de la carrera cientifica en argentina sobre la publicacion en acceso abierto,revista espanola de documentacion cientifica
244,Pakistani LIS scholars' altmetrics in ResearchGate,Scholarly Journals,"muhammad yousuf ali, joanna richardson",10.1108/prog-07-2016-0052,Journal Article,2,English,2017,51," Libraries , Demographics , Academic libraries , Cooperation , Scientific papers , Scholars , Electronic documents , Correlation analysis , Information dissemination , Publication output , Bibliometrics , Library and information science , Pakistan",,Program,,"Purpose The purpose of this paper is to analyse the research performance of Pakistani library and information science (LIS) scholars, using the altmetrics provided by ResearchGate (RG). Design/methodology/approach Purposive sampling was used to collect profiles between 15 January 2015 and 30 April 2016 of all members of RG who had self-identified as being an LIS scholar of Pakistani nationality. Additional demographic data were obtained through a small survey administered via Google Docs. Resultant data were analysed in SPSS Version 21. Findings Study results were broadly consistent in terms of demographical data with previous studies of this cohort. There was a positive correlation between publications, reads, and citations for scholars who had recorded at least one publication. The majority of publications had not been published in a high impact factor journal. Academic networking site profiles create the potential for collaboration, building connections, and exchanging information. Research limitations/implications Some scholars eliminated from this study may have published at least one output but neglected to upload details to RG. It is a purposive, exploratory study that provides insights into future research. Practical implications The paper produces findings of relevance to researchers in other countries and/or disciplines who may wish to conduct a similar study of a defined cohort. Originality/value There have been no previous published research studies on altmetrics associated with Pakistani LIS scholars.","libraries , demographics , academic libraries , cooperation , scientific papers , scholars , electronic documents , correlation analysis , information dissemination , publication output , bibliometrics , library and information science , pakistan","muhammad yousuf ali, joanna richardson",pakistani lis scholars altmetrics in researchgate,program
245,Do usage counts of scientific data make sense? An investigation of the Dryad repository,Scholarly Journals,"lin he, zhengbiao han",10.1108/lht-12-2016-0158,Journal Article,2,English,2017,35," Research methodology , Scientometrics , Datasets , Bibliometrics , Citation indexes , Information sharing , Funding , Publications , Social networks , Researchers , Academic publications , Informetrics , Qualitative research , Reliability analysis , Digital data , Citation analysis , Repositories",,Library Hi Tech,,"Purpose The purpose of this paper is to evaluate the impact of scientific data in order to assess the reliability of data to support data curation, to establish trust between researchers to support reuse of digital data and encourage researchers to share more data. Design/methodology/approach The authors compared the correlations between usage counts of associated data in Dryad and citation counts of articles in Web of Science in different subject areas in order to assess the possibility of using altmetric indicators to evaluate scientific data. Findings There are high positive correlations between usage counts of data and citation counts of associated articles. The citation counts of article's shared data are higher than the average citation counts in most of the subject areas examined by the authors. Practical implications The paper suggests that usage counts of data could be potentially used to evaluate scholarly impact of scientific data, especially for those subject areas without special data repositories. Originality/value The study examines the possibility to use usage counts to evaluate the impact of scientific data in a generic repository Dryad by different subject categories.","research methodology , scientometrics , datasets , bibliometrics , citation indexes , information sharing , funding , publications , social networks , researchers , academic publications , informetrics , qualitative research , reliability analysis , digital data , citation analysis , repositories","lin he, zhengbiao han",do usage counts of scientific data make sense an investigation of the dryad repository,library hi tech
246,Data bibliometrics: metrics before norms,Scholarly Journals,david stuart,10.1108/oir-01-2017-0008,Journal Article,3,English,2017,41," Open data , Scientometrics , Journals , Bibliometrics , Citation indexes , Information sharing , Open access publishing , Citation analysis , Neurosciences , Co authorship , Scholarly publishing , Scholarly communication , Digital curation , Norms , Bibliometrics",,Online Information Review,,"Purpose The purpose of this paper is to highlight the problem of establishing metrics for the impact of research data when norms of behaviour have not yet become established. Design/methodology/approach The paper considers existing research into data citation and explores the citation of data journals. Findings The paper finds that the diversity of data and its citation precludes the drawing of any simple conclusions about how to measure the impact of data, and an over emphasis on metrics before norms of behaviour have become established may adversely affect the data ecosystem. Originality/value The paper considers multiple different types of data citation, including for the first time the citation of data journals.","open data , scientometrics , journals , bibliometrics , citation indexes , information sharing , open access publishing , citation analysis , neurosciences , co authorship , scholarly publishing , scholarly communication , digital curation , norms , bibliometrics",david stuart,data bibliometrics metrics before norms,online information review
247,Content analysis of scholarly discussions of psychological academic articles on Facebook,Scholarly Journals,"jin-cheon na, yingxin estella ye",10.1108/oir-02-2016-0058,Journal Article,3,English,2017,41," Scientometrics , Journals , Bibliometrics , Audiences , Publications , Publishing , Social networks , Content analysis , Scholars , Researchers , Informetrics , Social research , Scientific papers , Content analysis , Promotion , Qualitative analysis , Documents",,Online Information Review,,"Purpose The purpose of this paper is to provide a comprehensive understanding of scholarly discussions of academic publications on the social web and to further discuss the validity of altmetrics as a research impact assessment tool for academic articles. Design/methodology/approach Facebook posts citing psychological journal papers were collected for both quantitative and qualitative analyses. A content analysis approach was adopted to investigate topic preferences and motivations for scholarly discussions among academic and non-academic Facebook users. Findings Non-academic users were more actively engaged in scholarly discussions on Facebook than academic users. Among 1,711 Facebook users in the sample, 71.4 percent of them belonged to non-academic users, while 28.6 percent were from an academic background. The Facebook users cited psychological articles with various motivations: discussion and evaluation toward articles (20.4 percent), application to real life practices (16.5 percent), self-promotion (6.4 percent), and data source exchange (6.0 percent). However, nearly half of the posts (50.1 percent) were simply sharing articles without additional user comments. These results implicate that Facebook metric (a count of mentions of a research article on Facebook), as an important source of altmetrics, better reflects the attitudes or perceptions of the general public instead of academia. Originality/value This study contributes to the literature by enriching the understanding of Facebook metric as an academic and non-academic impact assessment tool for scientific publication. Through the content analysis of Facebook posts, it also draws insights into the ways in which non-academic audiences are engaging with scholarly outputs.","scientometrics , journals , bibliometrics , audiences , publications , publishing , social networks , content analysis , scholars , researchers , informetrics , social research , scientific papers , content analysis , promotion , qualitative analysis , documents","jin-cheon na, yingxin estella ye",content analysis of scholarly discussions of psychological academic articles on facebook,online information review
248,Altmetrics: an overview and evaluation,Scholarly Journals,ann e williams,10.1108/oir-10-2016-0294,Journal Article,3,English,2017,41," Citations , Scientometrics , Bibliometrics , Scholars , Researchers , Impact factors , Academic publications , Informetrics , Research & development--R&D",,Online Information Review,,"Purpose The purpose of this paper is to provide an overview and critique of altmetrics, an understudied yet increasingly important arena of study for scholars, academics, and professional researchers. Design/methodology/approach The paper is organized into six parts: the first defines altmetrics; the second examines how altmetrics work; the third presents multiple typologies under which altmetrics can be classified and studied; the fourth details the technological capabilities of altmetrics; the fifth presents a critical evaluation of the ""pros and cons"" of altmetrics; and, the sixth outlines some directions for future and ongoing research. Findings The conclusions detail the strengths and limitations of altmetrics and point toward avenues for continued research and development. Originality/value This paper is among the first to provide a substantive review and evaluation of altmetrics for academics to consider when adopting, utilizing, and researching these tools.","citations , scientometrics , bibliometrics , scholars , researchers , impact factors , academic publications , informetrics , research & development--r&d",ann e williams,altmetrics an overview and evaluation,online information review
249,Investigating the need for scholarly communications positions in Association of Academic Health Sciences Libraries member institutions,Scholarly Journals,"kim mlis mears, sandra l ms bandy",10.5195/jmla.2017.208,Journal Article,2,English,2017,105," Medical libraries , Librarians , Scholarly communication",,Journal of the Medical Library Association,,"The role of health sciences librarians has expanded in the scholarly communications landscape as a result of the increase in federal public access mandates and the continued expansion of publishing avenues. This has created the need to investigate whether academic health sciences libraries should have scholarly communications positions to provide education and services exclusively related to scholarly communication topics. A nine-question online survey was distributed through the Association of Academic Health Sciences Libraries (AAHSL) email discussion list to gather preliminary findings from and opinions of directors of health sciences libraries on the need for scholarly communications positions. The survey received a 38% response rate. The authors found that AAHSL members are currently providing scholarly communications services, and 46% of respondents expressed the need to devote a full-time position to this role. Our survey reveals a juxtaposition occurring in AAHSL member libraries. While administrators acknowledge the need to provide scholarly communications services, they often experience budget challenges in providing a full-time position for these services.","medical libraries , librarians , scholarly communication","kim mlis mears, sandra l ms bandy",investigating the need for scholarly communications positions in association of academic health sciences libraries member institutions,journal of the medical library association
250,Faculty Profile Systems: New Services and Roles for Libraries,Scholarly Journals,"marlee givens, lisa a macklin, paolo mangiafico",10.1353/pla.2017.0014,Journal Article,2,English,2017,17," Scholars , Students , Academic libraries , Librarians , Scholarly publishing , Research methodology , Learning , Studies , Ecosystems , Bibliographic data bases , Biomedical engineering , Researchers , Informetrics , Institutional repositories , Interdisciplinary aspects , Open access , Scholarly communication , User training , Libraries , Haiti",,Portal : Libraries and the Academy,,"Many universities have implemented faculty profile systems that capture faculty and researchers' scholarly outputs and activities. These systems usually include public profiles and tools to help find collaborators or experts. They may be used to create reports for faculty annual reviews or for promotion and tenure, or to assist faculty with complying with open access policies by facilitating deposit in institutional repositories. In many universities, libraries play a central role in the implementation of these systems. This paper explores three case studies showing how and why libraries came into this role and examines some of the consequences of this trend.","scholars , students , academic libraries , librarians , scholarly publishing , research methodology , learning , studies , ecosystems , bibliographic data bases , biomedical engineering , researchers , informetrics , institutional repositories , interdisciplinary aspects , open access , scholarly communication , user training , libraries , haiti","marlee givens, lisa a macklin, paolo mangiafico",faculty profile systems new services and roles for libraries,portal
251,Academic Librarians Engage with Assessment Methods and Tools,Scholarly Journals,"devin savage, pattie piotrowski, lisa massengale",10.1353/pla.2017.0025,Journal Article,2,English,2017,17," Academic libraries , Librarians , Higher education , Research , Library collections , Learning , Success , Studies , Collaboration , Verbal communication , Information literacy , Special collections , User training , Libraries , Chicago Illinois , Illinois",,Portal : Libraries and the Academy,,"Many academic libraries have actively sought to articulate their value to campus stakeholders for well over a decade, and this demonstration of utility has become even more necessary as college and university budgets are scrutinized and even imperiled. This article will examine the experience of several academic libraries that have sought multiple ways to employ assessment tools and techniques over time. Specific instances of methods and tools used to assess and to market the value of library services, spaces, and collections will be discussed in relation to their perceived impact and sustainability.","academic libraries , librarians , higher education , research , library collections , learning , success , studies , collaboration , verbal communication , information literacy , special collections , user training , libraries , chicago illinois , illinois","devin savage, pattie piotrowski, lisa massengale",academic librarians engage with assessment methods and tools,portal
252,LOS MIL Y UN REFLEJOS DE LAS PUBLICACIONES EN EL LABERINTO DE ESPEJOS DE LAS NUEVAS MÉTRICAS,Scholarly Journals,juan gorraiz,,Journal Article,2,English,2017,27," Social networks , Scientometrics",,El Profesional de la Información,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=LOS+MIL+Y+UN+REFLEJOS+DE+LAS+PUBLICACIONES+EN+EL+LABERINTO+DE+ESPEJOS+DE+LAS+NUEVAS+M%C3%89TRICAS&amp;author=Gorraiz%2C+Juan&amp;issn=13866710&amp;title=El+Profesional+de+la+Informaci%C3%B3n&amp;volume=27&amp;issue=2&amp;date=2017-03-01&amp;spage=231&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"An overview of the metrics available to evaluate scientific production is presented. The classic indicators, based on citations, and the altmetric indicators, based on downloads and the impact on social networks, are compared. In addition, the advantages and disadvantages of the two types of indicators are highlighted. The need for a classification of the indicators, that would help apply them correctly, is discussed.","social networks , scientometrics",juan gorraiz,los mil y un reflejos de las publicaciones en el laberinto de espejos de las nuevas metricas,el profesional de la informacion
253,"Measuring metrics - a 40-year longitudinal cross-validation of citations, downloads, and peer review in astrophysics",Scholarly Journals,"michael j kurtz, edwin a henneken",10.1002/asi.23689,Journal Article,3,English,2017,68,"astronomy, astrophysics, astrophysics, citation analysis, citation analysis, downloading, neighborhood, peer review, quantitative psychology, scholarly publishing, validation studies",,Journal of the Association for Information Science and Technology,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Measuring+metrics+-+a+40-year+longitudinal+cross-validation+of+citations%2C+downloads%2C+and+peer+review+in+astrophysics&amp;author=Kurtz%2C+Michael+J%3BHenneken%2C+Edwin+A&amp;issn=23301635&amp;title=Journal+of+the+Association+for+Information+Science+and+Technology&amp;volume=68&amp;issue=3&amp;date=2017-03-01&amp;spage=695&amp;id=doi:10.1002%2Fasi.23689&amp;sid=ProQ_ss&amp;genre=article,"Citation measures, and newer altmetric measures such as downloads are now commonly used to inform personnel decisions. How well do or can these measures measure or predict the past, current, or future scholarly performance of an individual? Using data from the Smithsonian/NASA Astrophysics Data System we analyze the publication, citation, download, and distinction histories of a cohort of 922 individuals who received a U.S. PhD in astronomy in the period 1972-1976. By examining the same and different measures at the same and different times for the same individuals we are able to show the capabilities and limitations of each measure. Because the distributions are lognormal, measurement uncertainties are multiplicative; we show that in order to state with 95% confidence that one person's citations and downloads are significantly higher than another person's, the log difference in the ratio of counts must be at least 0.3dex, which corresponds to a multiplicative factor of 2.","astronomy, astrophysics, astrophysics, citation analysis, citation analysis, downloading, neighborhood, peer review, quantitative psychology, scholarly publishing, validation studies","michael j kurtz, edwin a henneken",measuring metrics a 40 year longitudinal cross validation of citations downloads and peer review in astrophysics,journal of the association for information science and technology
254,Are Mendeley reader counts high enough for research evaluations when articles are published?,Scholarly Journals,mike thelwall,10.1108/ajim-01-2017-0028,Journal Article,2,English,2017,69," Citations , Scientometrics , Collaboration , Journals , Publications , Scientific papers , Documents , Library and information science , Citation analysis , Impact factors , Libraries , Informetrics , Readers , Information management",,Aslib Journal of Information Management,,"Purpose Mendeley reader counts have been proposed as early indicators for the impact of academic publications. The purpose of this paper is to assess whether there are enough Mendeley readers for research evaluation purposes during the month when an article is first published. Design/methodology/approach Average Mendeley reader counts were compared to the average Scopus citation counts for 104,520 articles from ten disciplines during the second half of 2016. Findings Articles attracted, on average, between 0.1 and 0.8 Mendeley readers per article in the month in which they first appeared in Scopus. This is about ten times more than the average Scopus citation count. Research limitations/implications Other disciplines may use Mendeley more or less than the ten investigated here. The results are dependent on Scopus’s indexing practices, and Mendeley reader counts can be manipulated and have national and seniority biases. Practical implications Mendeley reader counts during the month of publication are more powerful than Scopus citations for comparing the average impacts of groups of documents but are not high enough to differentiate between the impacts of typical individual articles. Originality/value This is the first multi-disciplinary and systematic analysis of Mendeley reader counts from the publication month of an article.","citations , scientometrics , collaboration , journals , publications , scientific papers , documents , library and information science , citation analysis , impact factors , libraries , informetrics , readers , information management",mike thelwall,are mendeley reader counts high enough for research evaluations when articles are published,aslib journal of information management
255,Attention and altmetrics,Scholarly Journals,"terttu kortelainen, mari katvala, anni-siiri lansman",,Journal Article,1,English,2017,22," Social networks , Radio stations , Informetrics",,Information Research,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Attention+and+altmetrics&amp;author=Kortelainen%2C+Terttu%3BKatvala%2C+Mari%3BAnni-Siiri+L%C3%A4nsman&amp;issn=13681613&amp;title=Information+Research&amp;volume=22&amp;issue=1&amp;date=2017-03-01&amp;spage=1&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Introduction. The concept of attention is applied in two altmetric studies concerning: (1) the use of social media tools on the web pages of scientific journals, and indications of attention in these pages received, and (2) attention received by the radio news on the web page of an indigenous radio station. The purpose is to reveal characteristics of web publications connected to the attention they receive. Method. Altmetric data describing attention data was compiled from the Facebook sites of scientific journals and the Facebook pages of an indigenous radio station news programme, as well as the news programme's web site. The study was both quantitative and qualitative. Analysis. Attention was operationalized in the form of comments, likes or sharing of Facebook postings and these were analyzed quantitatively. The contents of the postings were analysed by qualitative content analysis. Results. The characteristics of the postings receiving most attention were relevance, community (in the sense of ownership), belonging and co-creation, and engagement in the meaning of interactivity. Conclusions. In altmetric research, data originating from several sources can reflect the societal impact a project or a publication may have, not only the impact it has in science. Attention economy theory supports the interpretation of altmetric data.","social networks , radio stations , informetrics","terttu kortelainen, mari katvala, anni-siiri lansman",attention and altmetrics,information research
256,Open-access mega-journals,Scholarly Journals,"valerie spezi, simon wakeling, stephen pinfield, claire creaser, jenny fry, peter willett",10.1108/jd-06-2016-0082,Journal Article,2,English,2017,73," Journals , Journals , Science , Scale (ratio) , Debates , Open access publishing , Social networks , Business , Economic analysis , Economic models , Scholarly publishing , Ethical standards , Scholarly communication , Quality , Literature reviews , United Kingdom--UK",,Journal of Documentation,,"Purpose Open-access mega-journals (OAMJs) represent an increasingly important part of the scholarly communication landscape. OAMJs, such as PLOS ONE , are large scale, broad scope journals that operate an open access business model (normally based on article-processing charges), and which employ a novel form of peer review, focussing on scientific “soundness” and eschewing judgement of novelty or importance. The purpose of this paper is to examine the discourses relating to OAMJs, and their place within scholarly publishing, and considers attitudes towards mega-journals within the academic community. Design/methodology/approach This paper presents a review of the literature of OAMJs structured around four defining characteristics: scale, disciplinary scope, peer review policy, and economic model. The existing scholarly literature was augmented by searches of more informal outputs, such as blogs and e-mail discussion lists, to capture the debate in its entirety. Findings While the academic literature relating specifically to OAMJs is relatively sparse, discussion in other fora is detailed and animated, with debates ranging from the sustainability and ethics of the mega-journal model, to the impact of soundness-only peer review on article quality and discoverability, and the potential for OAMJs to represent a paradigm-shifting development in scholarly publishing. Originality/value This paper represents the first comprehensive review of the mega-journal phenomenon, drawing not only on the published academic literature, but also grey, professional and informal sources. The paper advances a number of ways in which the role of OAMJs in the scholarly communication environment can be conceptualised.","journals , journals , science , scale (ratio) , debates , open access publishing , social networks , business , economic analysis , economic models , scholarly publishing , ethical standards , scholarly communication , quality , literature reviews , united kingdom--uk","valerie spezi, simon wakeling, stephen pinfield, claire creaser, jenny fry, peter willett",open access mega journals,journal of documentation
257,Altmetrics of South African Journals: Implications for Scholarly Impact of South African Research,Scholarly Journals,omwoyo bosire onyancha,10.1007/s12109-016-9485-0,Journal Article,1,English,2017,33," Bibliometrics , Journals , Social network analysis , Secondary education , Journals (Academic) , Higher education , South Africa",,Publishing Research Quarterly,,"The purpose of the study was to investigate and compare the social media (SM) impact of 273 South Africa Post-Secondary Education accredited journals, which are recognised by the Department of Higher Education and Training of South Africa for purposes of financial support. We used multiple sources to extract data for the study, namely, Altmetric.com, Google Scholar (GS), Scopus (through SCImago) and the Thomson Reuters (TR) Journal Citation Reports (JCR). Data was analysed to determine South African journals' presence in and impact on SM as well as to contrast SM visibility and impact with the citation impact in GS, JCR and Scopus. The Spearman correlation test was performed to compare the impact of the journals on SM and other sources. The results reveal that 2923 articles published in 122 of the 273 South African (SA) journals have received at least one mention in SM; the most commonly used SM platforms were Twitter and Facebook; the journals indexed in the TR's citation indexes and Scopus performed much better, in terms of their average altmetrics, than non-TR and non-Scopus indexed journals; and there were weak to moderate relationships among different types of altmetrics and citation-based measures, thereby implying different kinds of journal impacts on SM when compared to the scholarly impact reflected in citation databases. In conclusion, South African journals' impact on SM, just as is the case with countries with similar economies, is minimal but has shown signs of growth.","bibliometrics , journals , social network analysis , secondary education , journals (academic) , higher education , south africa",omwoyo bosire onyancha,altmetrics of south african journals implications for scholarly impact of south african research,publishing research quarterly
258,Threats to the Survival of the Author-Pays-Journal to Publish Model,Scholarly Journals,"aceil al-khatib, jaime a da silva, teixeira",10.1007/s12109-016-9486-z,Journal Article,1,English,2017,33," Writers , Peer review , Credibility , Publishing industry , Fees & charges , Open access , Journals (Academic) , Physicians , Credibility , Education policy , Patients , Verbal aggression , United States--US , Japan",,Publishing Research Quarterly,,"While many agree that society as a whole, the progress of science, education, health care, patients, and policy makers would benefit tremendously from making access to research publications and data freely available to students, researchers, physicians and even the public, particularly in the case of publicly funded research, many questions regarding the future of the author-pays journal model to publish in open access journals remain unanswered, especially since article processing charges (APCs) fund peer review and publishing costs. Unlike the subscriber-pays traditional publishing model, the inherent interest in charging authors APCs as publication costs to have their work peer reviewed by experts in their field raises many concerns including the potential abuse by predatory publishers who may spot opportunities for profit, the objectivity and credibility of peer review, and the viability of this model in the light of rapidly evolving publishing practices and venues. In this piece, we discuss some challenges that may threaten the survival of the author-pays journal publishing model, evolving the ""publish or perish"" into a ""pay to publish or perish"" model.","writers , peer review , credibility , publishing industry , fees & charges , open access , journals (academic) , physicians , credibility , education policy , patients , verbal aggression , united states--us , japan","aceil al-khatib, jaime a da silva, teixeira",threats to the survival of the author pays journal to publish model,publishing research quarterly
260,Disciplinary differences in altmetrics for social sciences,Scholarly Journals,"tint hla hla htoo, jin-cheon na",10.1108/oir-12-2015-0386,Journal Article,2,English,2017,41," Studies , Social networks , Clinical psychology , Research , Humanities , Life sciences , Social sciences , Political science , Validity , Citations , Informetrics , Indicators , Citation analysis , Business law , Correlation analysis , Singapore",,Online Information Review,,"Purpose The purpose of this paper is to contribute to the understanding of altmetrics in different disciplines of social science: first, by investigating the current richness and future potential of altmetrics in the selected social science disciplines and then by evaluating the validity of altmetrics as indicators of research impact in each discipline through correlation analysis. Design/methodology/approach This study uses three approaches to understand the current richness and future potential of ten altmetric measures in nine selected disciplines: first, investigate the distribution and trend of altmetric data; second, verify the relationship between citation rate and altmetric presence of the discipline using Pearson correlation; and third, perform word frequency analysis on tweets to understand different altmetric presence in different disciplines. In addition, this study uses Spearman and sign test to find the correlation between altmetrics and citation counts for the articles that receive altmetric mention(s) to test the validity of altmetrics as indicators of research impact. Findings There is a steady increase in the number of articles that receive altmetric mentions in all disciplines studied. In general, disciplines with higher citation rates have higher altmetric presence. At the same time, altmetrics are also an effective complement to citation in disciplines with low citation rates. There is a moderate correlation with Mendeley and significant but weak correlations with Tweets and CiteULike in seven disciplines. Altmetrics appear effective as a predictor of citation counts in seven out of nine disciplines studied. However, there is low presence and lack of correlation with citation count in business-finance and law disciplines. Originality/value This paper furthers the understanding of altmetrics in social science disciplines. It reveals the disciplines where altmetrics are most effective, potentially useful, and fairly applicable. In addition, it presents evidence that altmetrics are an effective complement to citation in disciplines with low citation rates.","studies , social networks , clinical psychology , research , humanities , life sciences , social sciences , political science , validity , citations , informetrics , indicators , citation analysis , business law , correlation analysis , singapore","tint hla hla htoo, jin-cheon na",disciplinary differences in altmetrics for social sciences,online information review
261,INTERNACIONALIZAÇÃO E VISIBILIDADE DA COMUNIDADE CIENTÍFICA DA ÁREA DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO (BRASIL E PORTUGAL): análise da dialética entre formação contínua e comportamento infocomunicacional,Scholarly Journals,"raimunda ribeiro, lidia oliveira, cassia furtado",,Journal Article,especial,Portuguese,2017,0," Researchers , Behavior , Teachers , Information science , Higher education , Continuing education , Portugal , Brazil",,Páginas A & B,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=INTERNACIONALIZA%C3%87%C3%83O+E+VISIBILIDADE+DA+COMUNIDADE+CIENT%C3%8DFICA+DA+%C3%81REA+DE+BIBLIOTECONOMIA+E+CI%C3%8ANCIA+DA+INFORMA%C3%87%C3%83O+%28BRASIL+E+PORTUGAL%29%3A+an%C3%A1lise+da+dial%C3%A9tica+entre+forma%C3%A7%C3%A3o+cont%C3%ADnua+e+comportamento+infocomunicacional&amp;author=Ribeiro%2C+Raimunda%3BOliveira%2C+L%C3%ADdia%3BFurtado%2C+Cassia&amp;issn=08735670&amp;title=Pa%CC%81ginas+A+%26+B&amp;volume=&amp;issue=especial&amp;date=2017-01-01&amp;spage=180&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Estudo de casos múltiplos em curso, de natureza quantitativa/qualitativa-interpretativa, cuja relevância situa-se no campo da multimédia e educação e da Ciência da Informação, com enfoque na Comunicação da Ciência em rede, no comportamento infocomunicacional e seus reflexos na formação contínua de docentes/investigadores pertencentes a quinze Programas de Pós-Graduação da área de Biblioteconomia e Ciência da Informação brasileiros e a seis Programas de Pós-Graduação em Ciências da Informação e Documentação portugueses, vinculados a Instituições Públicas de Ensino Superior (IES). Apresenta como objetivo geral estudar o comportamento infocomunicacional em ambientes digitais dos docentes e investigadores das IES públicas brasileiras e portuguesas e a sua relação com a formação contínua, bem como o seu contributo para a visibilidade e internaciona-lização dessas comunidades científicas. Para responder aos objetivos e questionamentos traçados, esta investigação está utilizando como instrumentos de recolha de dados, um questionário on-line, direcionado aos docentes/investigadores das IES selecionadas. O outro instrumento de recolha de dados que está sendo utilizado é a entrevista semidiretiva, direcionada aos coordenadores/diretores dos Programas de Pós-Graduação em Biblioteconomia, Ciências da Informação e Documentação brasileiros e portugueses, universo desta pesquisa. Ademais, os resultados apresentados destacarão os ambientes on-line mais utilizados, com que finalidades, nível de visibilidade e internacionalização do trabalho acadêmico e científico desenvolvido em escala global, relação existente entre comportamento infocomunicacional, produtividade acadêmica e formação contínua, e redes de parcerias (nacionais/estrangeiras) estabelecidas para a formação de grupos de pesquisa e desenvolvimento de projetos.","researchers , behavior , teachers , information science , higher education , continuing education , portugal , brazil","raimunda ribeiro, lidia oliveira, cassia furtado",internacionalizacao e visibilidade da comunidade cientifica da area de biblioteconomia e ciencia da informacao brasil e portugal analise da dialetica entre formacao continua e comportamento infocomunicacional,paginas a b
