,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
135,scopus,j l ortega,reliability and accuracy of altmetric providers a comparison among altmetric com plumx and crossref event data,"Reliability and accuracy of altmetric providers: a comparison among Altmetric.com, PlumX and Crossref Event Data",scientometrics,"altmetric.com, altmetrics, crossref event data, data providers, plumx",2018,English,10.1007/s11192-018-2838-z
136,scopus,"a g m t powell, v bevan, c brown, w g lewis",altmetric versus bibliometric perspective regarding publication impact and force,Altmetric Versus Bibliometric Perspective Regarding Publication Impact and Force,world journal of surgery,,2018,English,10.1007/s00268-018-4579-9
137,scopus,"n cheng, k dong",knowledge communication on social media a case study of biomedical science on baidu baike,Knowledge communication on social media: a case study of Biomedical Science on Baidu Baike,scientometrics,"altmetrics, citation analysis, co-occurrence analysis, heterogeneous coupling, knowledge communication and sharing, online encyclopedia, social media",2018,English,10.1007/s11192-018-2828-1
138,scopus,"l castello-cogollos, a sixto-costoya, r lucas-dominguez, v agullo-calatayud, de gonzalez, r aleixandre-benavent",bibliometrics and indicators of scientific activity xi other useful resources in the evaluation google scholar microsoft academic ifindr dimensions and lens org bibliometria e indicadores de actividad cientifica xi otros recursos utiles en la evaluacion google scholar microsoft academic ifindr dimensions y lens org,"Bibliometrics and indicators of scientific activity (XI): Other useful resources in the evaluation: Google scholar, microsoft academic, Ifindr, dimensions and Lens.org [Bibliometría e indicadores de actividad científica (XI). Otros recursos útiles en la evaluación: Google scholar, microsoft academic, Ifindr, dimensions y lens.org]",acta pediatrica espanola,"dimensions, google scholar, google scholar citations, google scholar metrics, ifindr, lens.org, microsoft academic, quality indicators, scientific evaluation, tools for evaluation",2018,Spanish,
139,scopus,"j ruano, m aguilar-luque, b isla-tejera, p alcalde-mellado, j gay-mimbrera, j l hernandez-romero, j l sanz-cabanillas, b maestre-lopez, m gonzalez-padilla, p j carmona-fernandez, f gomez-garcia, a v garcia-nieto",relationships between abstract features and methodological quality explained variations of social media activity derived from systematic reviews about psoriasis interventions,Relationships between abstract features and methodological quality explained variations of social media activity derived from systematic reviews about psoriasis interventions,journal of clinical epidemiology,"abstract readability, altmetrics, amstar, methodological quality, prisma for abstract, psoriasis, systematic reviews",2018,English,10.1016/j.jclinepi.2018.05.015
140,scopus,"j bar-ilan, g halevi",temporal characteristics of retracted articles,Temporal characteristics of retracted articles,scientometrics,"altmetrics, citation analysis, scientific fraud and dishonesty",2018,English,10.1007/s11192-018-2802-y
141,scopus,"l a maggio, t c leroux, h s meyer, jr artino",meded exploring the relationship between altmetrics and traditional measures of dissemination in health professions education,#MedEd: exploring the relationship between altmetrics and traditional measures of dissemination in health professions education,perspectives on medical education,"altmetrics, scholarly communication, social media",2018,English,10.1007/s40037-018-0438-5
142,scopus,j l ortega,the life cycle of altmetric impact a longitudinal study of six metrics from plumx,The life cycle of altmetric impact: A longitudinal study of six metrics from PlumX,journal of informetrics,"altmetrics, citations, longitudinal study, plumx, readers, tweets",2018,English,10.1016/j.joi.2018.06.001
143,scopus,"l bornmann, r haunschild",normalization of zero inflated data an empirical analysis of a new indicator family and its use with altmetrics data,Normalization of zero-inflated data: An empirical analysis of a new indicator family and its use with altmetrics data,journal of informetrics,"altmetrics, citation counts, equalized mean-based normalized proportion cited (emnpc), mantel-haenszel quotient (mhq), mean-based normalized proportion cited (mnpc), zero-inflated data",2018,English,10.1016/j.joi.2018.01.010
144,scopus,"r haunschild, l bornmann",field and time normalization of data with many zeros an empirical analysis using citation and twitter data,Field- and time-normalization of data with many zeros: an empirical analysis using citation and Twitter data,scientometrics,"altmetrics, citation counts, data with many zeros, equalized mean-based normalized proportion cited (emnpc), mantel–haenszel quotient (mhq), mean-based normalized proportion cited (mnpc), twitter",2018,English,10.1007/s11192-018-2771-1
145,scopus,"j z zhou, b t lemelman, n done, m l henderson, a macmillan, d h song, a h dorafshar",social media and the dissemination of research insights from the most widely circulated articles in plastic surgery,Social Media and the Dissemination of Research: Insights from the Most Widely Circulated Articles in Plastic Surgery,plastic and reconstructive surgery,,2018,English,10.1097/prs.0000000000004598
146,scopus,"c m pulido, g redondo-sama, t sorde-marti, r flecha",social impact in social media a new method to evaluate the social impact of research,Social impact in social media: A new method to evaluate the social impact of research,plos one,,2018,English,10.1371/journal.pone.0203117
147,scopus,"b lepori, m thelwall, b h hoorani",which us and european higher education institutions are visible in researchgate and what affects their rg score,Which US and European Higher Education Institutions are visible in ResearchGate and what affects their RG score?,journal of informetrics,"altmetrics, higher education institutions, institutional profiles, researchgate score",2018,English,10.1016/j.joi.2018.07.001
148,scopus,"h yu, s xu, t xiao",is there lingua franca in informal scientific communication evidence from language distribution of scientific tweets,Is there Lingua Franca in informal scientific communication? Evidence from language distribution of scientific tweets,journal of informetrics,"altmetrics, informal scientific communication, language distribution, scientific tweets, twitter",2018,English,10.1016/j.joi.2018.06.003
149,scopus,g abramo,revisiting the scientometric conceptualization of impact and its measurement,Revisiting the scientometric conceptualization of impact and its measurement,journal of informetrics,"altmetrics, bibliometrics, citations, research evaluation",2018,English,10.1016/j.joi.2018.05.001
150,scopus,"f didegah, m thelwall",co saved co tweeted and co cited networks,"Co-saved, co-tweeted, and co-cited networks",journal of the association for information science and technology,,2018,English,10.1002/asi.24028
151,scopus,"c s black, d j lehane, c burns, b d o'donnell",an examination of the effect of open versus paywalled access publication on the disseminative impact and citation count of publications in intensive care medicine and anesthesia,An examination of the effect of open versus paywalled access publication on the disseminative impact and citation count of publications in intensive care medicine and anesthesia,journal of critical care,"alternative metrics, citation analysis, open access, publication policy",2018,English,10.1016/j.jcrc.2018.05.008
152,scopus,"j kolahi, s khazaei",altmetric analysis of contemporary dental literature,Altmetric analysis of contemporary dental literature,british dental journal,,2018,English,10.1038/sj.bdj.2018.521
153,scopus,"r serrano-vicente, r melero, e abadal",evaluation of spanish institutional repositories based on criteria related to technology procedures content marketing and personnel,"Evaluation of Spanish institutional repositories based on criteria related to technology, procedures, content, marketing and personnel",data technologies and applications,"institutional repositories, open access, repository assessment, repository management, research libraries, spain",2018,English,10.1108/dta-10-2017-0074
154,scopus,"k holmberg, j vainio",why do some research articles receive more online attention and higher altmetrics reasons for online success according to the authors,Why do some research articles receive more online attention and higher altmetrics? Reasons for online success according to the authors,scientometrics,"altmetrics, impact, mendeley, online attention, scientific impact, societal impact, twitter",2018,English,10.1007/s11192-018-2710-1
155,scopus,"p -y chen, e hayes, v lariviere, c r sugimoto",social reference managers and their users a survey of demographics and ideologies,Social reference managers and their users: A survey of demographics and ideologies,plos one,,2018,English,10.1371/journal.pone.0198033
156,scopus,"f shu, w lou, s haustein",can twitter increase the visibility of chinese publications,Can Twitter increase the visibility of Chinese publications?,scientometrics,"altmetrics, china, citation analysis, scientific impact, twitter",2018,English,10.1007/s11192-018-2732-8
157,scopus,"j li, m erdt, l chen, y cao, s -q lee, y -l theng",the social effects of exergames on older adults systematic review and metric analysis,The Social Effects of Exergames on Older Adults: Systematic Review and Metric Analysis,journal of medical internet research,"active video games, ageing, citation analysis, literature review, psychosocial well-being",2018,English,10.2196/10486
158,scopus,"s konkiel, s guichard",altmetrics big data that map the influence of new zealand research,Altmetrics: “big data” that map the influence of New Zealand research,library hi tech news,"altmetric, altmetrics, bibliometrics, citation analysis, dimensions, new zealand",2018,English,10.1108/lhtn-04-2018-0021
159,scopus,"f didegah, t d bowman, k holmberg",on the differences between citations and altmetrics an investigation of factors driving altmetrics versus citations for finnish articles,On the differences between citations and altmetrics: An investigation of factors driving altmetrics versus citations for finnish articles,journal of the association for information science and technology,,2018,English,10.1002/asi.23934
160,scopus,"s vogl, t scherndl, a kuhberger",psychology a bibliometric analysis of psychological literature in the online media,#Psychology: a bibliometric analysis of psychological literature in the online media,scientometrics,"altmetrics, online media, psychology, scholarly impact, social media",2018,English,10.1007/s11192-018-2727-5
161,scopus,"a gates, r featherstone, k shave, s d scott, l hartling",dissemination of evidence in paediatric emergency medicine a quantitative descriptive evaluation of a 16 week social media promotion,Dissemination of evidence in paediatric emergency medicine: A quantitative descriptive evaluation of a 16-week social media promotion,bmj open,,2018,English,10.1136/bmjopen-2018-022298
162,scopus,"a wiggins, r bonney, g lebuhn, j k parrish, j f weltzin",a science products inventory for citizen science planning and evaluation,A Science Products Inventory for Citizen-Science Planning and Evaluation,bioscience,"altmetrics, citizen science, evaluation, science policy, science products inventory",2018,English,10.1093/biosci/biy028
163,scopus,"n desrochers, a paul-hus, s haustein, r costas, p mongeon, a quan-haase, t d bowman, j pecoskie, a tsou, v lariviere",authorship citations acknowledgments and visibility in social media symbolic capital in the multifaceted reward system of science,"Authorship, citations, acknowledgments and visibility in social media: Symbolic capital in the multifaceted reward system of science",social science information,"acknowledgements, altmetrics, authorship, citation analysis, impact, inventorship, reward system of science, scholarly communication, social media, symbolic capital",2018,English,10.1177/0539018417752089
164,scopus,"f a loan, s sheikh",is google scholar really scholarly,Is Google scholar really scholarly?,library hi tech news,"bibliometric analysis, content evaluation, google scholar, information retrieval, retrieval effectiveness, retrieval efficiency, retrieval performance",2018,English,10.1108/lhtn-11-2017-0078
165,scopus,"d torres-salinas, p -a castillo-valdivieso, a perez-luque, e romero-frias",altmetrics at institutional level visibility on the web of the scientific production of spanish universities from altmetric com altmetricas a nivel institucional visibilidad en la web de la produccion cientifica de las universidades espanolas a partir de altmetric com,Altmetrics at institutional level: Visibility on the web of the scientific production of Spanish universities from Altmetric.com [Altmétricas a nivel institucional: Visibilidad en la web de la producción científica de las universidades españolas a partir de altmetric.com],profesional de la informacion,"altmetric.com, altmetrics, bibliometrics indicators, facebook, scientific production, social networks, spanish universities, twitter, visibility, wikipedia",2018,Spanish,10.3145/epi.2018.may.03
166,scopus,"l bornmann, r haunschild",do altmetrics correlate with the quality of papers a large scale empirical study based on f1000prime data,Do altmetrics correlate with the quality of papers? A large-scale empirical study based on F1000Prime data,plos one,,2018,English,10.1371/journal.pone.0197133
167,scopus,"z zahedi, r costas",general discussion of data quality challenges in social media metrics extensive comparison of four major altmetric data aggregators,General discussion of data quality challenges in social media metrics: Extensive comparison of four major altmetric data aggregators,plos one,,2018,English,10.1371/journal.pone.0197326
168,scopus,g casino,press citation the impact of scientific journals and research articles on news media,Press citation: The impact of scientific journals and research articles on news media [Cita periodística: Impacto de las revistas y los artículos científicos en la prensa generalista],profesional de la informacion,"altmetrics, bibliometrics, citation analysis, indicators, lay press, media impact, press citations, scientific journalism",2018,Spanish,10.3145/epi.2018.may.22
169,scopus,"a martin-martin, e orduna-malea, lopez-cozar delgado",author level metrics in the new academic profile platforms the online behaviour of the bibliometrics community,Author-level metrics in the new academic profile platforms: The online behaviour of the Bibliometrics community,journal of informetrics,"altmetrics, author-level metrics, citation impact, google scholar citations, online academic profiles, social media metrics",2018,English,10.1016/j.joi.2018.04.001
170,scopus,"s yang, x xing, d wolfram",difference in the impact of open access papers published by china and the usa,Difference in the impact of open-access papers published by China and the USA,scientometrics,"altmetrics, citation analysis, country, open access, research evaluation",2018,English,10.1007/s11192-018-2697-7
171,scopus,"a m jarahi, p keihani, e vaziri, m feizabadi",indicators of evaluating research at article level recommendation for effective evaluation of apjcp scientific performances,Indicators of evaluating research at article level: Recommendation for effective evaluation of APJCP' scientific performances,asian pacific journal of cancer prevention,"altmetric, apjcp, citation impact, scientometric",2018,English,10.22034/apjcp.2018.19.5.1151
172,scopus,"n robinson-garcia, r repiso, d torres-salinas",perspective and challenges for scientific evaluators and bibliometrics professionals perspectiva y retos de los profesionales de la evaluacion cientifica y la bibliometria,Perspective and challenges for scientific evaluators and bibliometrics professionals [Perspectiva y retos de los profesionales de la evaluación científica y la bibliometría],profesional de la informacion,"altmetrics, aneca, cneai, indicators, latin america, metrics, new indicators, professionals, research evaluation, science evaluation, social impact, spain",2018,Spanish,10.3145/epi.2018.may.01
173,scopus,"j hou, x yang, c chen",emerging trends and new developments in information science a document co citation analysis 20092016,Emerging trends and new developments in information science: a document co-citation analysis (2009–2016),scientometrics,"citespace, co-citation analysis, information science, information visualization",2018,English,10.1007/s11192-018-2695-9
174,scopus,"j c nabout, f b teresa, k b machado, prado do, l m bini, j a f diniz-filho",do traditional scientometric indicators predict social media activity on scientific knowledge an analysis of the ecological literature,Do traditional scientometric indicators predict social media activity on scientific knowledge? An analysis of the ecological literature,scientometrics,"altmetric, citation rates, ecology, science evaluation, social networks",2018,English,10.1007/s11192-018-2678-x
175,scopus,m thelwall,differences between journals and years in the proportions of students researchers and faculty registering mendeley articles,"Differences between journals and years in the proportions of students, researchers and faculty registering Mendeley articles",scientometrics,"altmetrics, citation analysis, faculty, mendeley, readership, research evaluation, students",2018,English,10.1007/s11192-018-2689-7
176,scopus,"m vinyard, j b colvin",how research becomes impact librarians helping faculty use scholarly metrics to select journals,How research becomes impact: Librarians helping faculty use scholarly metrics to select journals,college and undergraduate libraries,"altmetrics, bibliometrics, faculty-librarian collaboration, research impact, scholarly publishing",2018,English,10.1080/10691316.2018.1464995
177,scopus,"a c araujo, d p nascimento, g z gonzalez, c g maher, l o p costa",impact of low back pain clinical trials measured by the altmetric score cross sectional study,Impact of low back pain clinical trials measured by the altmetric score: Cross-sectional study,journal of medical internet research,"altmetric, clinical trials, low back pain, social impact",2018,English,10.2196/jmir.9368
178,scopus,"w huang, p wang, q wu",a correlation comparison between altmetric attention scores and citations for six plos journals,A correlation comparison between Altmetric Attention Scores and citations for six PLOS journals,plos one,,2018,English,10.1371/journal.pone.0194962
179,scopus,"c meschede, t siebenlist",cross metric compatability and inconsistencies of altmetrics,Cross-metric compatability and inconsistencies of altmetrics,scientometrics,"aggregators, altmetrics, correlations, cross-metric compatibility, inconsistencies, mendeley",2018,English,10.1007/s11192-018-2674-1
180,scopus,"c livas, k delli",looking beyond traditional metrics in orthodontics an altmetric study on the most discussed articles on the web,Looking beyond traditional metrics in orthodontics: An altmetric study on the most discussed articles on the web,european journal of orthodontics,,2018,English,10.1093/ejo/cjx050
181,scopus,s bangani,the impact of electronic theses and dissertations a study of the institutional repository of a university in south africa,The impact of electronic theses and dissertations: a study of the institutional repository of a university in South Africa,scientometrics,"altmetrics, bibliometrics, google scholar, impact, institutional repositories, theses and dissertations",2018,English,10.1007/s11192-018-2657-2
182,scopus,"d herrmannova, r m patton, p knoth, c g stahl",do citations and readership identify seminal publications,Do citations and readership identify seminal publications?,scientometrics,"altmetrics, bibliometrics, data mining, information retrieval, publication datasets, research evaluation, scholarly communication",2018,English,10.1007/s11192-018-2669-y
183,scopus,"s sutton, r miles, s konkiel",awareness of altmetrics among lis scholars and faculty,Awareness of altmetrics among LIS scholars and faculty,journal of education for library and information science,"altmetrics, bibliometrics, faculty, information science, library, lis education, research impact, survey",2018,English,10.3138/jelis.59.1-2.05
184,scopus,"melo de, j l v filho",the potential for altmetrics to measure other types of impact in scientific production academic and social impact dynamics in social media and networks,The potential for altmetrics to measure other types of impact in scientific production: Academic and social impact dynamics in social media and networks,information research,,2018,English,
185,scopus,j gorraiz,a thousand and one reflections of the publications in the mirrors labyrinth of the new metrics los mil y un reflejos de las publicaciones en el laberinto de espejos de las nuevas metricas,A thousand and one reflections of the publications in the mirrors’ labyrinth of the new metrics [Los mil y un reflejos de las publicaciones en el laberinto de espejos de las nuevas métricas],profesional de la informacion,"altmetric, altmetrics, bibliometrics, citation, citation analysis, comparison, evolution, indicators, metrics, plumx",2018,Spanish,10.3145/epi.2018.mar.01
186,scopus,"a martin-martin, e orduna-malea, lopez-cozar delgado",a novel method for depicting academic disciplines through google scholar citations the case of bibliometrics,A novel method for depicting academic disciplines through Google Scholar Citations: The case of Bibliometrics,scientometrics,"academic profiles, academic search engines, altmetrics, bibliometrics, google scholar citations, informetrics, madap method, scientific disciplines, scientometrics, webometrics",2018,English,10.1007/s11192-017-2587-4
187,scopus,"j gorraiz, e jimenez-contreras",six indicators in search of a meaning seis indicadores en busca de un sentido,Six indicators in search of a meaning [Seis indicadores en busca de un sentido],profesional de la informacion,"altmetrics, crown indicator, gini indicator, h index, impact factor, indicators, peer review, policy, science evaluation, science measurement, scientometrics",2018,Spanish,10.3145/epi.2018.mar.22
188,scopus,"r borchardt, c moran, s cantrill, chemjobber, s a oh, m r hartings",perception of the importance of chemistry research papers and comparison to citation rates,Perception of the importance of chemistry research papers and comparison to citation rates,plos one,,2018,English,10.1371/journal.pone.0194903
189,scopus,"b thoma, h murray, s y m huang, w k milne, l j martin, c m bond, r mohindra, a chin, c h yeh, w b sanderson, t m chan",the impact of social media promotion with infographics and podcasts on research dissemination and readership,The impact of social media promotion with infographics and podcasts on research dissemination and readership,canadian journal of emergency medicine,"infographics, knowledge translation, online educational resources, podcasts, social media",2018,English,10.1017/cem.2017.394
190,scopus,"y liu, d lin, x xu, s shan, q z sheng",multi views on nature index of chinese academic institutions,Multi-views on Nature Index of Chinese academic institutions,scientometrics,"altmetrics sources, ranking, social media presence, the nature index 2015 china",2018,English,10.1007/s11192-017-2581-x
191,scopus,"m thelwall, t nevill",could scientists use altmetric com scores to predict longer term citation counts,Could scientists use Altmetric.com scores to predict longer term citation counts?,journal of informetrics,"altmetric.com, altmetrics, journal impact factors, mendeley, scientometrics",2018,English,10.1016/j.joi.2018.01.008
192,scopus,"k wong, j piraquive, j r levi",social media presence of otolaryngology journals the past present and future,"Social media presence of otolaryngology journals: The past, present, and future",laryngoscope,"altmetrics, klout score, otolaryngology journals, scimago journal & country rank, social media, twitter",2018,English,10.1002/lary.26727
193,scopus,"v markusova, v bogorov, a libkind",usage metrics vs classical metrics analysis of russias research output,Usage metrics vs classical metrics: analysis of Russia’s research output,scientometrics,"citations, impact factor, kendall correlation, russia, web of science usage counts",2018,English,10.1007/s11192-017-2597-2
194,scopus,"e parang, s tusa",reviews,Reviews,serials review,,2018,English,10.1080/00987913.2018.1431870
195,scopus,"e gadd, i rowlands",how can bibliometric and altmetric suppliers improve messages from the end user community,How can bibliometric and altmetric suppliers improve? Messages from the end-user community,insights,"altmetrics, bibliometrics, end-users, services, suppliers, tools",2018,English,10.1629/uksg.437
196,scopus,"s k banshal, v k singh, g kaderye, p k muhuri, b p sanchez",an altmetric analysis of scholarly articles from india,An altmetric analysis of scholarly articles from India,journal of intelligent and fuzzy systems,"altmetrics, indian research output, researchgate, scholarly articles, social network analysis",2018,English,10.3233/jifs-169495
197,scopus,"s ebrahimy, f setareh",direct and indirect influence of altmetrics on citation in social systems assessing a new conceptual model,Direct and indirect influence of altmetrics on citation in social systems: Assessing a new conceptual model,international journal of information science and management,"altmetrics, citation, citeulike, discussion, facebook, figshare, intermediation, mendeley, path analysis, pathway, plos system, save metrics, twitter, visibility, wikipedia",2018,English,
198,scopus,"a meier, d tunger",investigating the transparency and influenceability of altmetrics using the example of the rg score and the researchgate platform,Investigating the transparency and influenceability of altmetrics using the example of the RG score and the ResearchGate platform,information services and use,"altmetrics, researchgate, rg score, science 2.0",2018,English,10.3233/isu-180001
199,scopus,batcha sadik,do citations make impact on social media an altmetric analysis of top cited articles of university of madras,Do citations make impact on social media?: An altmetric analysis of top cited articles of University of Madras,library philosophy and practice,"altmetrics, mendeley, scientometrics, spearman rank correlation, tweeter, university of madras",2018,English,
200,scopus,"b mukherjee, s subotic, a k chaubey",and now for something completely different the congruence of the altmetric attention scores structure between different article groups,And now for something completely different: the congruence of the Altmetric Attention Score’s structure between different article groups,scientometrics,"altmetric attention score (aas), altmetrics, citations, measurement congruence, measurement invariance",2018,English,10.1007/s11192-017-2559-8
201,scopus,"f luo, a sun, m erdt, raamkumar sesagiri, y -l theng",exploring prestigious citations sourced from top universities in bibliometrics and altmetrics a case study in the computer science discipline,Exploring prestigious citations sourced from top universities in bibliometrics and altmetrics: a case study in the computer science discipline,scientometrics,"altmetrics, citation analysis, h-index, journal impact factor, university rankings",2018,English,10.1007/s11192-017-2571-z
202,scopus,"w strielkowski, o chigisheva",research functionality and academic publishing gaming with altmetrics in the digital age,Research functionality and academic publishing: Gaming with altmetrics in the digital age,economics and sociology,"academic publishing, career development, efficiency, internationalization, research productivity",2018,English,10.14254/2071-789x.2018/11-4/20
203,scopus,"s ravikumar, b khonglam",tweets of an article and its citation an altmetric study of most prolific authors,Tweets of an article and its citation: An altmetric study of most prolific authors,library philosophy and practice,"alternative metrics, altmetric, citation, new media, twitter",2018,English,
204,scopus,"q z ruan, a d chen, j b cohen, d singhal, s j lin, b t lee",alternative metrics of scholarly output the relationship among altmetric score mendeley reader score citations and downloads in plastic and reconstructive surgery,"Alternative metrics of scholarly output: The relationship among altmetric score, mendeley reader score, citations, and downloads in Plastic and Reconstructive Surgery",plastic and reconstructive surgery,,2018,English,10.1097/prs.0000000000004128
205,scopus,"s lemke, m mehrazar, a mazarakis, i peters",are there different types of online research impact,Are there different types of online research impact?,proceedings of the association for information science and technology,"altmetrics, research evaluation, social media analysis, survey study",2018,English,10.1002/pra2.2018.14505501031
206,scopus,"p r cintra, a c furnival, d h milanez",the impact of open access citation and social media on leading top information science journals impacto del acceso abierto en citaciones y medios sociales de las principales revistas de ciencia de la informacion,The impact of open access citation and social media on leading top information science journals [Impacto del acceso abierto en citaciones y medios sociales de las principales revistas de ciencia de la información],investigacion bibliotecologica,"altmetrics, bibliometrics, information science, journals, open access",2018,English,10.22201/iibi.24488321xe.2018.77.57874
207,scopus,c a c rodriguez,scientific and academic visibility in the web 2 0 analysis groups of research of the university of la sabana visibilidad cientifica y academica en la web 2 0 analisis de grupos de investigacion de la universidad de la sabana,Scientific and academic visibility in the web 2.0: Analysis groups of research of the University of La Sabana [Visibilidad científica y académica en la web 2.0: Análisis de grupos de investigación de la Universidad de La Sabana],informacion cultura y sociedad,"academic networks, altmetrics, métricas alternativas, redes académicas, redes sociales, scientific visibility, social networks, visibilidad científica",2018,Spanish,
208,scopus,"c t lamb, s l gilbert, a t ford",tweet success scientific communication correlates with increased citations in ecology and conservation,Tweet success? Scientific communication correlates with increased citations in Ecology and Conservation,peerj,"altmetric, enter a keyword, science communication, social media, twitter",2018,English,10.7717/peerj.4564
209,scopus,"f naderbeigi, a isfandyari-moghaddam",researchers scientific performance in researchgate the case of a technology university,Researchers' scientific performance in ResearchGate: The case of a technology university,library philosophy and practice,"altmetrics, researchgate, scientific impact assessment, scientific social networks, sharif university of technology",2018,English,
210,scopus,"d cabrera, d roy, m s chisolm",social media scholarship and alternative metrics for academic promotion and tenure,Social Media Scholarship and Alternative Metrics for Academic Promotion and Tenure,journal of the american college of radiology,"academia, altmetrics, promotion, social media, tenure",2018,English,10.1016/j.jacr.2017.09.012
211,scopus,"s xu, c brown, b m hemminger",online scholarly tools use and value,Online scholarly tools: Use and value,proceedings of the association for information science and technology,"altmetrics, card sorting, digital scholarship, scholarly communication, social networking tools",2018,English,10.1002/pra2.2018.14505501184
212,scopus,p mongeon,using social and topical distance to analyze information sharing on social media,Using social and topical distance to analyze information sharing on social media,proceedings of the association for information science and technology,"academia, altmetrics, information sharing behavior, social media, social media metrics, twitter",2018,English,10.1002/pra2.2018.14505501043
213,scopus,"x wang, y cui, s xu",collaboration and friendship of scholars a dual network analysis,Collaboration and friendship of scholars: A dual network analysis,proceedings of the association for information science and technology,"altmetrics, co-authorship, online friendship, relation, scientist, social network",2018,English,10.1002/pra2.2018.14505501175
214,scopus,"r piryani, v gupta, v k singh, d pinto",book impact assessment a quantitative and text based exploratory analysis,Book impact assessment: A quantitative and text-based exploratory analysis,journal of intelligent and fuzzy systems,"altmetrics, book impact, citation impact, review mining, sentiment analysis",2018,English,10.3233/jifs-169494
215,scopus,"l a schimanski, j p alperin",the evaluation of scholarship in academic promotion and tenure processes past present and future version 1 referees 2 approved,"The evaluation of scholarship in academic promotion and tenure processes: Past, present, and future [version 1; referees: 2 approved]",f1000research,"academia, higher education, incentives, promotion, publishing, tenure",2018,English,10.12688/f1000research.16493.1
216,scopus,j a koos,the potential of a cost per use analysis to assess the value of library open access funds,The potential of a Cost-Per-Use analysis to assess the value of Library Open-Access Funds,evidence based library and information practice,,2018,English,10.18438/eblip29453
217,scopus,"n riahinia, f rahimi, m jahangiri, s mirhaghjoo, f alinezhad",traditional citation indexes and alternative metrics of readership,Traditional citation indexes and alternative metrics of readership,international journal of information science and management,"alternative metrics, altmetrics, bookmarking, citation, essential science endicators (esi), hot papers, mendeley, readership, web of science (wos)",2018,English,
218,scopus,"s miguel, c m gonzalez, e ortiz-jaureguizar",preferences of researchers and institutional disciplinary practices in the dissemination and socialisation of research results preferencias de investigadores y practicas institucionales disciplinares en la difusion y socializacion de los resultados de investigacion,Preferences of researchers and institutional/disciplinary practices in the dissemination and socialisation of research results [Preferencias de investigadores y prácticas institucionales/disciplinares en la difusión y socialización de los resultados de investigación],informacion cultura y sociedad,"academic social networks, altmetrics, altmetría, bibliometrics, bibliometría, institutional repositories, redes sociales académicas, repositorios institucionales, researchgate, researchgate",2018,Spanish,
219,scopus,"c m wray, a d auerbach, v m arora",the adoption of an online journal club to improve research dissemination and social media engagement among hospitalists,The adoption of an online journal club to improve research dissemination and social media engagement among hospitalists,journal of hospital medicine,,2018,English,10.12788/jhm.2987
220,scopus,"c wayant, m vassar",a comparison of matched interim analysis publications and final analysis publications in oncology clinical trials,A comparison of matched interim analysis publications and final analysis publications in oncology clinical trials,annals of oncology,"clinical trial as topic, progression-free survival, surrogate end point",2018,English,10.1093/annonc/mdy447
221,scopus,e g toledo,research assessment in humanities and social sciences in review la evaluacion de las humanidades y de las ciencias sociales en revision,Research assessment in Humanities and Social Sciences in review [La evaluación de las Humanidades y de las Ciencias Sociales en revisión],revista espanola de documentacion cientifica,"academic books, academic journals, acceso abierto, altmetrics, evaluación cualitativa, evaluación cuantitativa, evaluación de la investigación, humanidades y ciencias sociales, humanities and social sciences, impacto social de la investigación, libros académicos, métricas alternativas, métricas responsables, open access, qualitative evaluation, quantitative evaluation, research assessment, responsible metrics, revistas académicas, societal impact of research",2018,English,10.3989/redc.2018.3.1552
222,scopus,"lalinde hernandez, v bermudez, v arias, m chacin, m pahuana, m barroso",citation performance indicators classification and importance indicadores de rendimiento de citas clasificacion e importancia,Citation performance indicators: Classification and importance [Indicadores de rendimiento de citas: Clasificación e importancia],archivos venezolanos de farmacologia y terapeutica,"h-index, impact factor, indicators, metrics, scimago journal rank",2018,Spanish,
223,scopus,d stuart,open bibliometrics and undiscovered public knowledge,Open bibliometrics and undiscovered public knowledge,online information review,"altmetrics, bibliometrics, open access, open bibliometrics, webometrics",2018,English,10.1108/oir-07-2017-0209
224,scopus,"j ruano, m aguilar-luque, f gomez-garcia, p a mellado, j gay-mimbrera, p j carmona-fernandez, b maestre-lopez, j l sanz-cabanillas, j l h romero, m gonzalez-padilla, a v garcia-nieto, b isla-tejera",the differential impact of scientific quality bibliometric factors and social media activity on the influence of systematic reviews and meta analyses about psoriasis,"The differential impact of scientific quality, bibliometric factors, and social media activity on the influence of systematic reviews and meta-analyses about psoriasis",plos one,,2018,English,10.1371/journal.pone.0191124
225,scopus,"a correia, h paredes, b fonseca",scientometric analysis of scientific publications in cscw,Scientometric analysis of scientific publications in CSCW,scientometrics,"altmetrics, bibliometrics, citation analysis, collaborative computing, cscw, keyword analysis, scientific collaboration, scientometrics",2018,English,10.1007/s11192-017-2562-0
226,scopus,m erfanmanesh,highly alted articles in library and information science,Highly-alted articles in library and information science,webology,"alternative metrics, altmetric explorer, altmetric score, altmetrics, research impact, social media",2017,English,
227,scopus,"m timilsina, w khawaja, b davis, m taylor, c hayes",social impact assessment of scientist from mainstream news and weblogs,Social impact assessment of scientist from mainstream news and weblogs,social network analysis and mining,"altmetrics, graph, h-index, heterogeneous, impact, prediction, scientist",2017,English,10.1007/s13278-017-0466-x
